"AG
Code",AG Code Description,"Main A/c
Code",Main Account Code Description,"Existing
Account
Codes","Erstwhile Specific Account Code
Description",GL Code,GL Description on ERP
27,Other Loan and Advances,27.2,Loan and Advances to Staff (Interest Free),27 201,Pay Advance,2720100000,Pay Advance
27,Other Loan and Advances,27.2,Loan and Advances to Staff (Interest Free),27 202,T.A. Advance,2720200000,T.A. Advance
27,Other Loan and Advances,27.2,Loan and Advances to Staff (Interest Free),27 203,T.T.A. Advance,2720300000,T.T.A. Advance
27,Other Loan and Advances,27.2,Loan and Advances to Staff (Interest Free),27 204,Festival Advance,2720400000,Festival Advance
27,Other Loan and Advances,27.2,Loan and Advances to Staff (Interest Free),27 205,Other,2720500000,Other (Medical Advance)
27,Other Loan and Advances,27.4,Advance Income Tax and Tax Deductions/Collections at Source,27 401,Advance Corporate Income Tax,2740100000,Advance Corporate Income Tax
27,Other Loan and Advances,27.4,Advance Income Tax and Tax Deductions/Collections at Source,27 410,Advance income Tax,2741000000,Advance income Tax
27,Other Loan and Advances,27.4,Advance Income Tax and Tax Deductions/Collections at Source,27 421,Income Tax Deducted at Source Income from Investments,2742100000,Income Tax Deducted at Source- Invstment
27,Other Loan and Advances,27.4,Advance Income Tax and Tax Deductions/Collections at Source,27 425,Income Tax Deducted at Source- Other Receipts,2742500000,Income Tax Deducted at Source- Other Receipts
27,Other Loan and Advances,27.4,Advance Income Tax and Tax Deductions/Collections at Source,27 426,Tax Collected at Source,2742600000,Tax Collected at Source
27,Other Loan and Advances,27.4,Advance Income Tax and Tax Deductions/Collections at Source,27 427,TCS Debit Adjustment - Purchase Account,2742700000,TCS Debit Adjustment - Purchase Account
27,Other Loan and Advances,27.4,Advance Income Tax and Tax Deductions/Collections at Source,27 428,TCS Credit Adjustment - Purchase Account,2742800000,TCS Credit Adjustment - Purchase Account
27,Other Loan and Advances,27.4,Advance Income Tax and Tax Deductions/Collections at Source,27 429,Deferred Tax Asset,2742900000,Deferred Tax Assets
27,Other Loan and Advances,27.5,Goods & Service Tax,27 4401,SGST deduction at Source,2750100000,SGST deduction at Source
27,Other Loan and Advances,27.5,Goods & Service Tax,27 4402,CGST deduction at Source,2750200000,CGST deduction at Source
27,Other Loan and Advances,27.5,Goods & Service Tax,27 4403,IGST deduction at Source,2750300000,IGST deduction at Source
27,Other Loan and Advances,27.8,Loans and Advances - Others,27 8,Loans and Advances-Others,2780100000,Loans and Advances-Others
27,Other Loan and Advances,27.9,Provision for Doubtful Loans & Advances (Credit A/C),27 9,Provision for Doubtful Loans & Advances (Credit A/C),2790100000,Provision for Doubtful Loans &Advances(Credit A/C)
28,Sundry Receivables,28.1,Sundry Debtors-Trading Account,28 103,Sundry Debtors for Sale of Stores,2810300000,Sundry Debtors for Sale of Stores
28,Sundry Receivables,28.1,Sundry Debtors-Trading Account,28 104,Sundry Debtos for Rental from Property,2810400000,Sundry Debtos for Rental from Property
28,Sundry Receivables,28.1,Sundry Debtors-Trading Account,28 108,Sundry Debtors for Other Miscellaneous Income,2810800000,Sundry Debtors for Other Miscellaneous Income
28,Sundry Receivables,28.2,Income Accrued & Due,28 210,Income Accrued and Due on Fund Investment,2821000000,Income Accrued and Due on Fund Investment
28,Sundry Receivables,28.2,Income Accrued & Due,28 220,Income Accrued and Due on Investment other than Fund Investments,2822000000,Inc. Accru.&due on Invstmnt othr thn Fund Invstmnt
28,Sundry Receivables,28.2,Income Accrued & Due,28 290,Other Income-Accrued and Due,2829000000,Other Income-Accrued and Due
28,Sundry Receivables,28.3,Income Accrued but not Due,28 310,Income Accrued but not Due on Fund Investments,2832000000,Inc. Accru.-not Due on Invstm othr thn Fund Invstm
28,Sundry Receivables,28.3,Income Accrued but not Due,28 320,Income Accrued but not Due on Investments other than Fund Investments,2832000000,Inc. Accru.-not Due on Invstm othr thn Fund Invstm
28,Sundry Receivables,28.3,Income Accrued but not Due,28 390,Other Income-Accrued but not Due,2839000000,Other Income-Accrued but not Due
28,Sundry Receivables,28.4,Amount Recoverable from Employees / Ex-Employees,28 401,Amount Recoverable from Employees,2840100000,Amt Recoverable from Emplys- Othr thn Material Cost
28,Sundry Receivables,28.4,Amount Recoverable from Employees / Ex-Employees,28 401,Amount Recoverable from Employees,2840100001,Amt Recoverable from Emplys- Othr thn Mat.Cost-Non
28,Sundry Receivables,28.4,Amount Recoverable from Employees / Ex-Employees,28 401,Amount Recoverable from Employees,2840100002,Amt Recoverable from Emplys- Othr
28,Sundry Receivables,28.4,Amount Recoverable from Employees / Ex-Employees,28 401A,Other than Material Cost,2840100000,Amt Recoverable from Emplys- Othr thn Material Cost
28,Sundry Receivables,28.4,Amount Recoverable from Employees / Ex-Employees,28 401A,Other than Material Cost,2840100001,Amt Recoverable from Emplys- Othr thn Mat.Cost-Non PY
28,Sundry Receivables,28.4,Amount Recoverable from Employees / Ex-Employees,28 401B,For Material Cost,2840200000,Amount Recoverable from Employees - Material Cost
28,Sundry Receivables,28.4,Amount Recoverable from Employees / Ex-Employees,28 402,Amount Recoverable from Ex- employees,2840300000,Amount Recoverable from Ex- employees
28,Sundry Receivables,28.4,Amount Recoverable from Employees / Ex-Employees,28 411,Amount Recoverable from Non Board-employees,2841100000,Amount Recoverable from Non Board-employees
28,Sundry Receivables,28.4,Amount Recoverable from Employees / Ex-Employees,28 411,Amount Recoverable from Non Board-employees,2841100001,Amount Recoverable from Non Board-employees-Non PY
28,Sundry Receivables,28.6,Subsidy / Grants Receivable,28 610,Capital Subsidy/Grant Receivable,2861000000,Capital Subsidy/Grant Receivable
28,Sundry Receivables,28.6,Subsidy / Grants Receivable,28 620,Revenue Subsidy/Grant Receivable,2862000000,Revenue Subsidy/Grant Receivable
28,Sundry Receivables,28.7,Other Claims,28 724,Claims for Loss/Damage to Materials-Insurance Companies,2875000000,Prov for Bad&Dbtful Debts-Othr Receivables(Cr.A/C)
28,Sundry Receivables,28.7,Other Claims,28 750,Provision for Bad & Doubtful Debts Other Receivables(Cr.A/C),-2875000000,Prov for Bad&Dbtful Debts-Othr Receivables(Cr.A/C)
28,Sundry Receivables,28.8,Other Receivables,28 801,Wheeling Charges,2880100000,Recivables-Power Purch A/C-WC
28,Sundry Receivables,28.8,Other Receivables,28 802,Late Payment Surcharge,2880200000,Recivables-Power Purch A/C-LPS
28,Sundry Receivables,28.8,Other Receivables,28 803,Unscheduled Inter Change Charges Pool A/c,2880300000,Recivables-Power Purch A/C- USCHICCP
28,Sundry Receivables,28.8,Other Receivables,28 804,Reactive Energy Charges Pool A/c,2880400000,Recivables-Power Purch A/C-REC
28,Sundry Receivables,28.8,Other Receivables,28 805,Penal Interest,2880500000,Recivables-Power Purch A/C-Penal Interest
28,Sundry Receivables,28.8,Other Receivables,28 806,Rebate Availed,2880600000,Recivables-Power Purch A/C- Rebate Availed
28,Sundry Receivables,28.8,Other Receivables,28 807,Overlay Charges,2880700000,Recivables-Power Purch A/C- Overlay Charges
28,Sundry Receivables,28.8,Other Receivables,28 809,Others,2880900000,Recivables-Power Purch PURCHASE A/C-Others
28,Sundry Receivables,28.8,Other Receivables,28 809A,Shutdown Charges,2881500000,Recivables-Power Purch A/C- Shutdown Charges
28,Sundry Receivables,28.8,Other Receivables,28 809B,Line Maintenance Charges,2881600000,Recivables-Power Purch C-Line Maintenance Charges
28,Sundry Receivables,28.8,Other Receivables,28 810,Expenses Recoverable from Suppliers/Contractors,2881000000,Expenses Recoverable from Suppliers/Contractors
28,Sundry Receivables,28.8,Other Receivables,28 813,Expenses Recoverable from NTPC for O&M,2881300000,Sundry Debtors AMC
28,Sundry Receivables,28.8,Other Receivables,28 814,"Receivables relating to loss, shortage etc. against material issued to Contractors",2881400000,Receivables- loss-shortage agnst mat. Issued-Cont.
28,Sundry Receivables,28.8,Other Receivables,New,,2881700000,Receivables-Others
28,Sundry Receivables,28.8,Other Receivables,28 820,Prepaid Expenses,2882000000,Prepaid Expenses
28,Sundry Receivables,28.8,Other Receivables,28 8211,State goods and Service Tax (SGST- IC),2882100000,State goods & Service Tax-Input Credit
28,Sundry Receivables,28.8,Other Receivables,28 8212,Central goods and Service Tax (CGST-IC),2882200000,Central goods & Service Tax-Input Credit
28,Sundry Receivables,28.8,Other Receivables,28 8213,Integrated goods and Service Tax (IGST-IC),2882300000,Integrated goods & Service Tax- Input Cr.
28,Sundry Receivables,28.8,Other Receivables,28 8214,Union Territory Goods & Services Tax (UGST-IC),2882400000,UT Goods & Services Tax-Input Credit(UGST-IC)
28,Sundry Receivables,28.8,Other Receivables,28 8215,Cess - GST Compensation Cess,2882500000,Cess – Input Credit - GST Compensation Cess
28,Sundry Receivables,28.8,Other Receivables,28 830,Offset Accnt fr GST recble on deposit work(Recpt),2883000000,Offset Accnt fr GST recble on deposit work(Recpt)
28,Sundry Receivables,28.8,Other Receivables,28 831,SGST-Receivable on deposit work (R,2ec8e8i3p1t 0V0o0u0c0her),SGST-Receivable on deposit work (Receipt Voucher)
28,Sundry Receivables,28.8,Other Receivables,28 832,CGST-Receivable on deposit work (R,2e8ce8i3p2t0 V0o0u0c0her),CGST-Receivable on deposit work (Receipt Voucher)
28,Sundry Receivables,28.8,Other Receivables,28 833,IGST-Receivable on deposit work (R,e2c8e8ip3t3 0V0o0u0c0her),IGST-Receivable on deposit work (Receipt Voucher)
28,Sundry Receivables,28.8,Other Receivables,28 834,UGST-Receivable on deposit work (,R2e8c8e3ip4t0 V0o00u0cher,)UGST-Receivable on deposit work (Receipt Voucher)
28,Sundry Receivables,28.8,Other Receivables,28 841,SGST-Receivable on deposit work (R,2ef8u8n4d1 0V0o0u0c0her),SGST-Receivable on deposit work (Refund Voucher)
28,Sundry Receivables,28.8,Other Receivables,28 842,CGST-Receivable on deposit work (R,2e8fu8n4d2 0V0o0u0c0her),CGST-Receivable on deposit work (Refund Voucher)
28,Sundry Receivables,28.8,Other Receivables,28 843,IGST-Receivable on deposit work (R,e2f8u8n4d3 V0o0u00ch0er),IGST-Receivable on deposit work (Refund Voucher)
28,Sundry Receivables,28.8,Other Receivables,28 844,UGST-Receivable on deposit work (,R2e8fu84n4d0 V0o0u0c0her),UGST-Receivable on deposit work (Refund Voucher)
28,Sundry Receivables,28.8,Other Receivables,28 862,Misc. Deposits/Receivables(Not Specified otherwise),2886200000,Misc. Deposits/Receivables(Not Specified otherw.)
28,Sundry Receivables,28.8,Other Receivables,28 865,Rebate for Timely Payment of Interest on Loans(Cr.A/c),2886500000,Rebate for Timely Paymt of Intrst on Loans(Cr.A/c)
28,Sundry Receivables,28.8,Other Receivables,28 871,U.P.Power Corporation Ltd.,2887100000,Sundry Debtors-Inter Company
28,Sundry Receivables,28.8,Other Receivables,28 872,Kanpur Electricity Supply Co.Ltd.,2887100000,Sundry Debtors-Inter Company
28,Sundry Receivables,28.8,Other Receivables,28 873,"Madhyanchal Vidyut Vitran Nigam Ltd., Lucknow",2887100000,Sundry Debtors-Inter Company
28,Sundry Receivables,28.8,Other Receivables,28 874,"Purvanchal Vidyut Vitran Nigam Ltd., Varanasi",2887100000,Sundry Debtors-Inter Company
28,Sundry Receivables,28.8,Other Receivables,28 875,"Pashchimanchal Vidyut Vitran Nigam Ltd., Meerut",2887100000,Sundry Debtors-Inter Company
28,Sundry Receivables,28.8,Other Receivables,28 876,"Dakshinanchal Vidyut Vitran Nigam Ltd., Agra",2887100000,Sundry Debtors-Inter Company
28,Sundry Receivables,28.8,Other Receivables,28 877,"U.P.Rajya Vidyut Utpadan Nigam Ltd., Lucknow",2887100000,Sundry Debtors-Inter Company
28,Sundry Receivables,28.8,Other Receivables,28 878,U.P.Jal Vidyut Nigam Ltd. Lucknow,2887100000,Sundry Debtors-Inter Company
28,Sundry Receivables,28.8,Other Receivables,28 879,U.P.P.T.C.L.,2887100000,Sundry Debtors-Inter Company
28,Sundry Receivables,28.8,Other Receivables,28 8791,M/s Sangam Power Generation Corporation Limited,2887100000,Sundry Debtors-Inter Company
28,Sundry Receivables,28.8,Other Receivables,28 8792,M/s Prayag Raj Power Generation Corporation Limited,2887100000,Sundry Debtors-Inter Company
28,Sundry Receivables,28.8,Other Receivables,28 8793,M/s Sonbhadra Power Generation Corporation Limited,2887100000,Sundry Debtors-Inter Company
28,Sundry Receivables,28.8,Other Receivables,28 8794,Jawaharpur Vidyut Utpadan Nigam Limited,2887100000,Sundry Debtors-Inter Company
28,Sundry Receivables,28.8,Other Receivables,28 8795,Lalitpur Power Generation Co. Ltd.,2887100000,Sundry Debtors-Inter Company
28,Sundry Receivables,28.8,Other Receivables,28 8797,Western Power Transmission Co. Ltd.,2887100000,Sundry Debtors-Inter Company
28,Sundry Receivables,28.8,Other Receivables,28 8798,South East U.P.P.T.C.L.,2887100000,Sundry Debtors-Inter Company
28,Sundry Receivables,28.8,Other Receivables,28 8799,Southern UP Power Transmission Corporation Limited,2887100000,Sundry Debtors-Inter Company
28,Sundry Receivables,28.8,Other Receivables,28 899,Subsidy Received from Government/Receivable from UPPCL,2889900000,Subsidy Received from Govt/Receivable from UPPCL
28,Sundry Receivables,28.9,Deposits,28 901,Deposit with Statutory Authorities for acquisition of land,2890100000,Deposit- Statutory Authorities for acqu. of land
28,Sundry Receivables,28.9,Deposits,28 914,Deposits with Telephone Authorities,2891400000,Deposits with Telephone Authorities
28,Sundry Receivables,28.9,Deposits,28 919,Other Deposits,2891900000,Other Deposits
28,Sundry Receivables,28.9,Deposits,28 930,Securities from Suppliers/Contractors,2893000000,Securities from Suppliers/Contractors
28,Sundry Receivables,28.8,Other Receivables,28 UTT,Uttaranchal,2881700000,Uttaranchal
31,Inter-Unit Accounts-Materials,31.0,Inter-unit Accounts - Material,New,,3100000000,Zero balancing account
31,Inter-Unit Accounts-Materials,31.0,Inter-unit Accounts - Material,New,,3100000001,IUTs Originated after 01-09- 2022(i.e. non ERP Sc)
31,Inter-Unit Accounts-Materials,31.0,Inter-unit Accounts - Material,New,,3100000007,Liability for IUT
31,Inter-Unit Accounts-Materials,31.0,Inter-unit Accounts - Material,31 00,IUT-Materials,3100000010,IUTs Originated before 01-09- 2022(i.e. non ERP Sc)
Note: All account codes related to IUT materials are mapped with the GL codes 3100000010,,,,,,,
32,Inter-Unit Accounts-Capital Expenditure & Fixed Assets,32.0,Inter-unit Accounts - Capital Expenditure & Fixed Assets,32 00,IUT-Capital Expenditure & Fixed Assets,3200000000,IUT-Capital Expenditure & Fixed Assets
Note: All account codes related to IUT capital expenditure and fixed assets are mapped with the GL codes 3200000000,,,,,,,
33,Inter-Unit Accounts-Remittance to Head Office,33.0,Inter-unit Accounts - Remittance to Head Office,33 00,IUT-Remittance to Head Office from Unit,3300000000,IUT-Remittance to Head Office from Unit
Note: All account codes related to IUT remittance to Head Office from unit are mapped with the GL codes 3300000000,,,,,,,
34,Inter-Unit Accounts-Fund Transfer from Head Office,34.0,Inter-unit Accounts - Fund Transfer from Head Office,34 00,IUT-Fund Transfer from Head Office To Unit,3400000000,IUT-Fund Transfer from Head Office to Unit
Note: All account codes related to IUT fund transfer from head office to unit are mapped with the GL codes 3400000000,,,,,,,
36,Inter-Unit Accounts-Personnel,36.0,Inter-unit Accounts - Personnel,36 00,IUT-Personal,3600000000,IUT-Personnel
Note: All account codes related to IUT personal are mapped with the GL codes 3600000000,,,,,,,
37,Inter-Unit Accounts- Other Transactions/Adjustments,37.1,Central Receipt on Behalf of Divisions,37 10,IUT-Central Receipt On Behalf Of Division,3710000000,IUT-Central Receipt On Behalf Of Division
37,Inter-Unit Accounts- Other Transactions/Adjustments,37.2,Central Payments on Behalf of Divisions,37 20,IUT-Payment On Behalf of Division,3720000000,IUT-Payment On Behalf of Division
37,Inter-Unit Accounts- Other Transactions/Adjustments,37.3,Inter-unit Accounts - Cash Transactions,37 30,IUT-Cash Transactions Among Division,3730000000,IUT-Cash Transactions Among Division
37,Inter-Unit Accounts- Other Transactions/Adjustments,37.4,Inter-unit Transactions - Other Adjustments,37 40,IUT-Other Adjustments,3740000000,IUT-Other Adjustments
"Note: All account codes related to IUT central receipt on behalf of division, IUT payment on behalf of devision, IUT cash transactions among division and IUT other adjustment are mapped with",,,,,,,
41,Liabilities for Purchase of Power,,,41 700,,4170000000,UI Charges (Receivable)
42,Liabilities for Capital Supplies/Capital Works,,,New,,4200000001,Vendor-Balance-Migration-A/C
42,Liabilities for Capital Supplies/Capital Works,,,New,,4200000002,GL-Balance-Migration-A/C
42,Liabilities for Capital Supplies/Capital Works,,,New,,4200000003,Fixed Asset-Balance-Migration
42,Liabilities for Capital Supplies/Capital Works,,,New,,4200000004,Customer-Balance-Migration-A/C
42,Liabilities for Capital Supplies/Capital Works,,,New,,4200000005,Inventory-Balance-Migration-A/C
42,Liabilities for Capital Supplies/Capital Works,42.1,Liability for Supply of Materials - Capital,42 101,Liability for Supply of Materials- Capital(Contractors/Suppliers),4210100000,Sundry Creditors-Capital- Supplies&works
42,Liabilities for Capital Supplies/Capital Works,42.3,Provision for Liability for Supply of Materials/Works-Capital,42 3,Provision for Liability for Supply of Materials/Works-Capital,4230100000,Provision for Liability for Spply of Mat./Works-C
42,Liabilities for Capital Supplies/Capital Works,42.3,Provision for Liability for Supply of Materials/Works-Capital,42 3,Provision for Liability for Supply of Materials/Works-Capital,4230100001,Provision for Liability for Spply of Mat./Works
42,Liabilities for Capital Supplies/Capital Works,42.3,Provision for Liability for Supply of Materials/Works-Capital,42 3,Provision for Liability for Supply of Materials/Works-Capital,4230100002,Prov for Liabty for Spply of Mat./Wrks-Cap( NonGL)
42,Liabilities for Capital Supplies/Capital Works,42.5,Liabilities for Capital Suppliers/Works/Services,42 5,Liabilities for Capital Suppliers/Works/Services,4210100000,Sundry Creditors-Capital- Supplies&works
43,Liabilities for O&M Supplies/O&M Work,43.1,Liability for supply of Materials O & M Works,43 1,Liability for supply of Materials O & M,4310100000,Sundry Creditors-O&M- Supplies&works
43,Liabilities for O&M Supplies/O&M Work,43.1,Liability for supply of Materials O & M Works,43 101,Liability for supply of Materials O & M,4310100000,Sundry Creditors-O&M- Supplies&works
43,Liabilities for O&M Supplies/O&M Work,43.2,Sundry Creditors/Contractors Control Account - (O & M),43 2,Sundry Creditors/Contractors Control Account-(O & M),4310100000,Sundry Creditors-O&M- Supplies&works
43,Liabilities for O&M Supplies/O&M Work,43.3,Provision for Liability for Supply of Materials/Works (O & M),43 3,Provision for Liability for Supply of Materials/Works (O & M),4330100000,Provision for Liability for Spply of Mat./Wrk(O&M)
43,Liabilities for O&M Supplies/O&M Work,43.3,Provision for Liability for Supply of Materials/Works (O & M),43 3,Provision for Liability for Supply of Materials/Works (O & M),4330100001,Prov for Liabty for Spply of Mat./Wrks-O&M(Non GL)
44,Staff related Liabilities & Provisions,,,New,,4400000000,Sundry Creditor-Employee
44,Staff related Liabilities & Provisions,,,New,,4400000001,Technical Clrg A/C-HR
44,Staff related Liabilities & Provisions,44.1,Staff Related Provisions,44 110,Provisions for Gratuity,4411000000,Provisions for Gratuity - GPF Employees
44,Staff related Liabilities & Provisions,44.1,Staff Related Provisions,44 110A,Gratuity,4411000000,Provisions for Gratuity - GPF Employees
44,Staff related Liabilities & Provisions,44.1,Staff Related Provisions,44 111,Provision for Gratuity - CPF Employees,4411100000,Provision for Gratuity - CPF Employees
44,Staff related Liabilities & Provisions,44.1,Staff Related Provisions,44 120,Provisions for Pension,4412000000,Provisions for Pension
44,Staff related Liabilities & Provisions,44.1,Staff Related Provisions,44 120A,Pensionary Contribution,4412000000,Provisions for Pension
44,Staff related Liabilities & Provisions,44.1,Staff Related Provisions,44 121,Liability toward Employees Contribution received from E.P.F. Commissioner,4412100000,Liab-Emp Contribn received from EPF Commissioner
44,Staff related Liabilities & Provisions,44.1,Staff Related Provisions,44 130,Provision for Salaries(year end provision),4413000000,Provision for Salaries
44,Staff related Liabilities & Provisions,44.2,"Unpaid Salaries, Bonus etc.",44 210,Unpaid Salaries,4421000000,Unpaid Salaries
44,Staff related Liabilities & Provisions,44.2,"Unpaid Salaries, Bonus etc.",44 220,Unpaid Bonus,4422000000,Unpaid Bonus
44,Staff related Liabilities & Provisions,44.3,"Salaries, Bonus etc. Payable",44 310,Net Salary Payable,4431000000,Net Salary Payable
44,Staff related Liabilities & Provisions,44.3,"Salaries, Bonus etc. Payable",44 320,Bonus Payable,4432000000,Bonus Payable
44,Staff related Liabilities & Provisions,44.3,"Salaries, Bonus etc. Payable",44 330,Liability for Medical Expenses,4433000000,Liability for Medical Expenses
44,Staff related Liabilities & Provisions,44.3,"Salaries, Bonus etc. Payable",44 340,Liability for Earned Leave Encashment,4434000000,Liability for Earned Leave Encashment
44,Staff related Liabilities & Provisions,44.3,"Salaries, Bonus etc. Payable",44 341,Provision for Earned Leave Encashment at HQ,4434100000,Provision for Earned Leave Encashment
44,Staff related Liabilities & Provisions,44.3,"Salaries, Bonus etc. Payable",44 350,Pay & Allowances Payable but not due,4435000000,Pay & Allowances Payable but not due
44,Staff related Liabilities & Provisions,44.3,"Salaries, Bonus etc. Payable",44 355,Liability of Arrears - 6th pay Commission,4435500000,Liability of Arrears - 6th pay Commission
44,Staff related Liabilities & Provisions,44.3,"Salaries, Bonus etc. Payable",44 356,Liability / Provision for 7th Pay Arrear,4435600000,Liability / Provision for 7th Pay Arrear
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 401,Income Tax Deducted at Source,4440100000,Income Tax Deducted at Source
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 402,Employees Provident Fund(Employees' Share),4440200000,Employees Provident Fund (Employees' Share)
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 404,Employees Provident Fund(Employees' Share),4440400000,Employees Provident Fund (Employer's Share)
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 406,Life Insurance Premium(SSS),4440600000,Life Insurance Premium(SSS)
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 407,Group Insurance (Deposit Linked),4440700000,Group Insurance (Deposit Linked)
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 410,Other Misc. Recoveries Payable,4441000000,Other Misc. Recoveries Payable
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 410,Other Misc. Recoveries Payable,4441000001,Other Misc. Recoveries Payable- LESA
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 410,Other Misc. Recoveries Payable,4441000002,Other Misc. Recoveries Payable- FESU
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 410,Other Misc. Recoveries Payable,4441000003,Other Misc. Recoveries Payable- Transmission
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 410,Other Misc. Recoveries Payable,4441000004,Other Misc. Recoveries Payable- Shakti Bhawan HQ
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 410,Other Misc. Recoveries Payable,4441000005,Other Misc. Recoveries Payable- Court Case
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 410,Other Misc. Recoveries Payable,4441000006,Other Misc. Recoveries Payable- Non Payroll Posting
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 410,Other Misc. Recoveries Payable,4441000010,Other Misc Recoveries Payable (Recon GL)
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 411,Liability for Recovery against House Rent,4441100000,Liability for Recovery against House Rent
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 411,Liability for Recovery against House Rent,4441100001,Liability Recovery against House Rent-Non Payroll
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 412,Liability for Recovery against Electricity Charges & Duty,4441200000,Liab. for Recovery agnst Electricity Charges&Duty
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 412,Liability for Recovery against Electricity Charges & Duty,4441200001,Liability Recovery aganst Electircity Chrges UPPCL
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 412,Liability for Recovery against Electricity Charges & Duty,4441200002,Liability Recovery agnst Electricty Charges MVVNL
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 412,Liability for Recovery against Electricity Charges & Duty,4441200003,Liability Recovery agnst Electircty Charges PUVVNL
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 412,Liability for Recovery against Electricity Charges & Duty,4441200004,Liability Recovery agnst Electircty Charges PVVNL
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 412,Liability for Recovery against Electricity Charges & Duty,4441200005,Liability Recovery agnst Electircty Charges DVVNL
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 412,Liability for Recovery against Electricity Charges & Duty,4441200006,Liability Recovery agnst Electircty Charges KESCO
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 412,Liability for Recovery against Electricity Charges & Duty,4441200007,Liability Recovery agnst Elec.Charges TORENT Power
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 412,Liability for Recovery against Electricity Charges & Duty,4441200008,Liab. for Recovery agnst Electri Chrges&Duty-Non P
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 412,Liability for Recovery against Electricity Charges & Duty,4441200010,Liab. for Recovery agnst Electri Chrges&Duty-Recon
44,Staff related Liabilities & Provisions,44.4,Staff Deductions & Recoveries Payable,44 415,Chief Minister Relief Fund,4441500000,Chief Minister Relief Fund
44,Staff related Liabilities & Provisions,44.5,Staff Claim Received for Disbursement,44 501,G.I.S. Claim,4450100000,G.I.S. Claim
44,Staff related Liabilities & Provisions,44.5,Staff Claim Received for Disbursement,44 502,G.P.F. Payment to Officers,4450200000,G.P.F. Payment to Officers
44,Staff related Liabilities & Provisions,44.5,Staff Claim Received for Disbursement,44 503,G.P.F. Payment to SE&MES,4450300000,G.P.F. Payment to SE&MES
44,Staff related Liabilities & Provisions,44.5,Staff Claim Received for Disbursement,44 504,G.P.F. Payment to Ministerial,4450400000,G.P.F. Payment to Ministerial
44,Staff related Liabilities & Provisions,44.5,Staff Claim Received for Disbursement,44 505,G.P.F. Payment to Operating,4450500000,G.P.F. Payment to Operating
44,Staff related Liabilities & Provisions,44.5,Staff Claim Received for Disbursement,44 506,G.P.F.Payment to Accounts C-III,4450600000,G.P.F.Payment to Accounts C-III
44,Staff related Liabilities & Provisions,44.5,Staff Claim Received for Disbursement,44 507,G.P.F.Payment to Accounts Class- IV,4450700000,G.P.F.Payment to Accounts Class- IV
44,Staff related Liabilities & Provisions,44.5,Staff Claim Received for Disbursement,44 508,G.P.F. Linked Insurance,4450800000,G.P.F. Linked Insurance
44,Staff related Liabilities & Provisions,44.5,Staff Claim Received for Disbursement,44 509,Other Claims,4450900000,Other Claims
44,Staff related Liabilities & Provisions,44.5,Staff Claim Received for Disbursement,44 510,Other Claims,4450900000,Other Claims
44,Staff related Liabilities & Provisions,44.5,Staff Claim Received for Disbursement,44 515,Receipts from G.O.U.P. on behalf of Trust at H.Q. for G.P.F.,4451500000,Recpts. from GOUP on behalf of Trust at HQ for GPF
44,Staff related Liabilities & Provisions,44.5,Staff Claim Received for Disbursement,44 516,Receipt from G.O.U.P. on behalf of Trust at H.Q. for Pension & Gratuity Liability(towards share),4451600000,Receipt-GOUP on behalf of Trust at HQ-Pensn&Grat
44,Staff related Liabilities & Provisions,44.5,Staff Claim Received for Disbursement,44 517,Receipts from Trust for G.P.F.,4451700000,Receipts from Trust for G.P.F.
44,Staff related Liabilities & Provisions,44.5,Staff Claim Received for Disbursement,44 518,Receipts from Trust for Pension & Grauity,4451800000,Receipts from Trust for Pension & Grauity
